Date,Well_ID,Field,Region,Well_Type,Production_Status,Oil_Production_BBL,Gas_Production_MCF,Water_Production_BBL,Operating_Cost_USD,Maintenance_Cost_USD,Oil_Price_USD_BBL,Gas_Price_USD_MCF,Revenue_USD,Downtime_Hours,Production_Efficiency_Pct,API_Gravity,Well_Age_Years
2025-02-19,W-002,Permian South,West Texas,Horizontal Oil,Producing,566.8,1244.3,718.7,8364.08,527.63,64.14,2.35,36702.64,0,99.6,39.1,2
2025-02-19,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,474.7,1358.9,489.2,9111.27,673.95,64.14,2.35,30830.71,0.2,98.8,31.4,7
2025-02-19,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,283.5,678.1,350.0,5543.36,192.55,64.14,2.35,18371.76,0,96.4,37.1,4
2025-02-19,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,383.0,523.5,323.3,8269.23,561.53,64.14,2.35,24709.78,0.7,93.2,39.6,4
2025-02-19,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,329.8,1005.4,440.0,5715.6,643.44,64.14,2.35,21438.55,0,100.0,38.1,8
2025-02-19,W-007,Permian North,West Texas,Horizontal Oil,Producing,648.7,1516.7,595.8,10115.01,769.77,64.14,2.35,42035.17,0.3,97.3,39.4,3
2025-02-19,W-008,Permian South,West Texas,Horizontal Oil,Producing,356.5,511.8,385.8,7558.53,579.1,64.14,2.35,23010.46,0.5,95.5,33.6,3
2025-02-19,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,231.4,509.0,280.6,4997.94,401.37,64.14,2.35,14982.12,2.7,89.6,35.6,2
2025-02-19,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,285.4,452.3,324.3,6057.38,142.05,64.14,2.35,18435.69,2.7,89.0,34.2,10
2025-02-19,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,454.1,1187.9,558.0,9507.47,369.93,64.14,2.35,29457.82,0.0,99.4,37.4,8
2025-02-19,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,256.6,513.1,249.5,4912.94,256.07,64.14,2.35,16604.53,0.9,96.5,34.5,9
2025-02-19,W-013,Permian North,West Texas,Horizontal Oil,Producing,528.6,1560.2,650.1,9815.04,230.96,64.14,2.35,34341.72,1.7,89.8,39.5,4
2025-02-19,W-014,Permian South,West Texas,Horizontal Oil,Producing,481.4,689.8,348.8,9659.25,107.31,64.14,2.35,31068.58,1.8,92.2,40.3,4
2025-02-19,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,292.9,962.3,261.1,6873.97,176.84,64.14,2.35,19054.8,0,100,35.6,2
2025-02-19,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,405.5,1360.3,433.9,7851.69,601.58,64.14,2.35,26390.88,0,98.0,33.0,6
2025-02-19,W-017,Bakken North,North Dakota,Horizontal Oil,Maintenance,161.0,431.8,211.4,3544.24,13222.82,64.14,2.35,10445.51,6.8,71.6,34.2,11
2025-02-19,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,487.3,844.5,522.7,7928.89,166.11,64.14,2.35,31494.29,1.1,93.9,33.1,11
2025-02-20,W-001,Permian North,West Texas,Horizontal Oil,Maintenance,142.3,246.1,163.1,3138.21,10004.97,61.75,2.38,8857.85,13.5,54.6,33.9,5
2025-02-20,W-002,Permian South,West Texas,Horizontal Oil,Producing,598.9,795.7,359.8,12369.23,247.91,61.75,2.38,37206.61,0,100,39.1,2
2025-02-20,W-003,Eagle Ford,South Texas,Horizontal Oil,Maintenance,246.9,732.8,232.3,5170.7,13563.11,61.75,2.38,15454.31,13.1,55.0,31.4,7
2025-02-20,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,285.9,433.2,294.2,4859.12,740.41,61.75,2.38,17776.29,0.8,93.4,37.1,4
2025-02-20,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,359.9,529.3,359.9,6935.16,883.94,61.75,2.38,22372.86,0,98.5,39.6,4
2025-02-20,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,353.0,388.4,279.0,7564.46,726.24,61.75,2.38,21908.93,0,99.3,38.1,8
2025-02-20,W-007,Permian North,West Texas,Horizontal Oil,Producing,661.2,1784.4,640.1,13028.54,530.57,61.75,2.38,41337.56,0.6,94.6,39.4,3
2025-02-20,W-008,Permian South,West Texas,Horizontal Oil,Producing,324.9,581.4,395.1,7207.9,272.83,61.75,2.38,20229.47,1.0,93.7,33.6,3
2025-02-20,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,254.0,322.9,191.5,5386.03,420.05,61.75,2.38,15777.15,0.3,95.2,35.6,2
2025-02-20,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,306.6,387.1,348.4,6747.77,254.1,61.75,2.38,19045.34,0,97.9,34.2,10
2025-02-20,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,416.8,1038.4,369.2,7142.07,446.9,61.75,2.38,26033.12,1.4,90.5,37.4,8
2025-02-20,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,226.6,535.0,136.6,4639.68,366.81,61.75,2.38,14145.01,1.2,92.5,34.5,9
2025-02-20,W-013,Permian North,West Texas,Horizontal Oil,Producing,512.9,575.8,436.9,10271.4,184.0,61.75,2.38,31836.64,1.0,96.4,39.5,4
2025-02-20,W-014,Permian South,West Texas,Horizontal Oil,Producing,553.0,1231.1,538.2,10879.87,541.23,61.75,2.38,34502.02,0.7,96.1,40.3,4
2025-02-20,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,293.1,960.3,252.5,5767.59,874.4,61.75,2.38,18370.24,0.1,98.2,35.6,2
2025-02-20,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,389.1,436.5,373.9,5748.61,403.04,61.75,2.38,24151.61,1.3,94.3,33.0,6
2025-02-20,W-017,Bakken North,North Dakota,Horizontal Oil,Maintenance,133.9,365.1,100.3,3391.01,5338.12,61.75,2.38,8371.9,16.5,55.5,34.2,11
2025-02-20,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,496.4,860.9,442.9,10570.93,751.22,61.75,2.38,30897.35,0.1,97.1,33.1,11
2025-02-21,W-001,Permian North,West Texas,Horizontal Oil,Producing,230.4,640.4,300.9,3666.17,694.73,68.53,2.25,15965.61,0.7,95.9,33.9,5
2025-02-21,W-002,Permian South,West Texas,Horizontal Oil,Producing,601.0,1991.1,534.4,10858.19,483.72,68.53,2.25,41726.86,1.1,94.1,39.1,2
2025-02-21,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,408.1,1027.3,521.8,8557.0,662.07,68.53,2.25,28243.93,1.7,92.7,31.4,7
2025-02-21,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,288.4,948.0,348.6,6054.03,587.35,68.53,2.25,20021.57,0,99.0,37.1,4
2025-02-21,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,380.6,615.8,232.2,7755.66,861.99,68.53,2.25,26253.62,0.0,98.1,39.6,4
2025-02-21,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,321.2,436.9,411.5,5624.72,713.13,68.53,2.25,22127.93,0,96.6,38.1,8
2025-02-21,W-007,Permian North,West Texas,Horizontal Oil,Producing,676.7,1629.6,489.9,11128.89,614.38,68.53,2.25,46813.87,0.7,97.2,39.4,3
2025-02-21,W-008,Permian South,West Texas,Horizontal Oil,Maintenance,201.1,447.0,167.8,4182.04,7985.34,68.53,2.25,13900.14,11.3,52.8,33.6,3
2025-02-21,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,225.7,432.3,142.4,4281.18,511.45,68.53,2.25,15583.13,1.3,91.5,35.6,2
2025-02-21,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,309.2,500.9,267.9,5260.3,245.75,68.53,2.25,21326.61,0.3,98.8,34.2,10
2025-02-21,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,401.6,1217.2,272.9,6865.62,387.39,68.53,2.25,27854.29,0.8,97.0,37.4,8
2025-02-21,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,241.7,679.4,307.1,4017.65,483.44,68.53,2.25,16747.22,0.9,95.6,34.5,9
2025-02-21,W-013,Permian North,West Texas,Horizontal Oil,Producing,531.2,1256.5,632.1,9741.72,711.51,68.53,2.25,36744.94,1.0,96.2,39.5,4
2025-02-21,W-014,Permian South,West Texas,Horizontal Oil,Producing,481.5,651.2,306.4,6917.82,500.0,68.53,2.25,33175.15,2.2,90.7,40.3,4
2025-02-21,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,320.2,604.2,426.2,6678.47,331.57,68.53,2.25,22106.66,0.1,98.0,35.6,2
2025-02-21,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,425.8,712.7,495.3,8873.62,297.88,68.53,2.25,29373.02,0.8,96.8,33.0,6
2025-02-21,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,220.6,653.7,245.1,4138.35,894.04,68.53,2.25,15297.39,1.3,93.6,34.2,11
2025-02-21,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,442.0,1493.2,571.7,7905.74,172.75,68.53,2.25,30697.56,0.9,92.6,33.1,11
2025-02-22,W-001,Permian North,West Texas,Horizontal Oil,Producing,231.9,434.5,216.5,4752.74,343.43,67.27,2.41,15728.84,1.2,92.5,33.9,5
2025-02-22,W-002,Permian South,West Texas,Horizontal Oil,Producing,567.0,685.7,330.4,8727.2,269.58,67.27,2.41,38339.17,0.3,97.1,39.1,2
2025-02-22,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,390.2,595.1,510.6,6876.59,177.51,67.27,2.41,26420.37,1.5,90.1,31.4,7
2025-02-22,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,273.1,527.3,320.3,5065.72,620.2,67.27,2.41,18521.6,1.3,91.8,37.1,4
2025-02-22,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,399.4,559.2,456.9,6420.32,829.74,67.27,2.41,27029.9,0.3,98.0,39.6,4
2025-02-22,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,300.8,709.0,248.0,6660.13,261.6,67.27,2.41,20440.22,0.3,98.4,38.1,8
2025-02-22,W-007,Permian North,West Texas,Horizontal Oil,Maintenance,512.6,861.6,641.6,10439.06,17614.46,67.27,2.41,34731.98,5.8,76.2,39.4,3
2025-02-22,W-008,Permian South,West Texas,Horizontal Oil,Producing,371.9,1188.2,224.7,7182.46,503.1,67.27,2.41,25361.47,0,96.1,33.6,3
2025-02-22,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,225.9,542.6,267.8,5230.64,418.0,67.27,2.41,15353.3,0.7,96.5,35.6,2
2025-02-22,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,324.2,480.1,373.1,5983.72,420.68,67.27,2.41,21950.88,0.4,95.7,34.2,10
2025-02-22,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,414.4,1293.7,490.0,7582.89,520.06,67.27,2.41,28249.7,1.1,93.0,37.4,8
2025-02-22,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,250.6,594.0,172.2,4003.63,131.27,67.27,2.41,17031.53,1.3,91.5,34.5,9
2025-02-22,W-013,Permian North,West Texas,Horizontal Oil,Producing,555.7,1432.4,416.4,10726.64,101.12,67.27,2.41,37798.39,1.4,92.0,39.5,4
2025-02-22,W-014,Permian South,West Texas,Horizontal Oil,Producing,517.6,668.4,576.8,9643.0,426.67,67.27,2.41,35012.02,0.5,97.0,40.3,4
2025-02-22,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,299.3,480.2,395.7,5773.61,529.91,67.27,2.41,20272.4,2.2,91.6,35.6,2
2025-02-22,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,436.0,586.4,499.9,7474.22,796.02,67.27,2.41,29500.27,1.3,93.8,33.0,6
2025-02-22,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,207.5,505.9,248.2,4222.64,285.38,67.27,2.41,14107.36,1.0,95.5,34.2,11
2025-02-22,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,526.5,692.6,366.0,8671.6,251.09,67.27,2.41,35619.36,0.3,97.2,33.1,11
2025-02-23,W-001,Permian North,West Texas,Horizontal Oil,Maintenance,188.5,378.3,195.4,3007.13,6301.43,66.53,2.35,12649.73,5.3,78.3,33.9,5
2025-02-23,W-002,Permian South,West Texas,Horizontal Oil,Producing,574.7,1700.1,593.4,9261.51,761.25,66.53,2.35,38714.2,1.6,93.2,39.1,2
2025-02-23,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,388.1,648.5,239.4,6621.21,110.8,66.53,2.35,26001.97,1.4,94.9,31.4,7
2025-02-23,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,249.5,680.5,177.6,4824.69,455.46,66.53,2.35,16795.04,1.8,89.6,37.1,4
2025-02-23,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,333.4,409.6,367.9,6099.6,759.94,66.53,2.35,22296.09,1.6,90.1,39.6,4
2025-02-23,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,308.6,986.7,175.6,5388.01,624.29,66.53,2.35,20807.59,0,97.1,38.1,8
2025-02-23,W-007,Permian North,West Texas,Horizontal Oil,Producing,638.2,1999.9,771.1,9077.47,188.11,66.53,2.35,43025.99,0.7,93.7,39.4,3
2025-02-23,W-008,Permian South,West Texas,Horizontal Oil,Producing,334.0,1076.7,429.5,7253.44,242.45,66.53,2.35,22526.38,0.1,98.2,33.6,3
2025-02-23,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,241.7,349.4,262.0,4984.26,378.71,66.53,2.35,16182.4,1.7,89.7,35.6,2
2025-02-23,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,321.5,879.8,196.5,5376.18,218.91,66.53,2.35,21642.01,0,99.3,34.2,10
2025-02-23,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,412.6,1138.3,486.2,6971.95,562.27,66.53,2.35,27769.98,0,100,37.4,8
2025-02-23,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,211.8,420.6,170.6,4443.99,431.16,66.53,2.35,14213.7,3.0,87.5,34.5,9
2025-02-23,W-013,Permian North,West Texas,Horizontal Oil,Producing,537.4,1399.4,401.3,9064.28,527.02,66.53,2.35,36148.91,2.2,89.6,39.5,4
2025-02-23,W-014,Permian South,West Texas,Horizontal Oil,Producing,533.8,1296.7,589.7,10544.24,288.15,66.53,2.35,35881.38,0.0,96.0,40.3,4
2025-02-23,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,268.7,640.7,353.7,5693.95,379.48,66.53,2.35,18059.53,1.5,94.0,35.6,2
2025-02-23,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,394.5,1208.1,523.6,7692.05,762.26,66.53,2.35,26585.33,1.1,91.9,33.0,6
2025-02-23,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,241.4,656.3,205.6,4550.9,397.35,66.53,2.35,16245.22,0.2,98.7,34.2,11
2025-02-23,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,482.1,563.8,406.1,6957.48,555.35,66.53,2.35,32237.76,2.2,90.9,33.1,11
2025-02-24,W-001,Permian North,West Texas,Horizontal Oil,Producing,253.7,686.7,200.3,4635.17,725.12,68.96,2.6,17710.94,1.2,94.5,33.9,5
2025-02-24,W-002,Permian South,West Texas,Horizontal Oil,Producing,507.0,1433.7,483.0,7894.81,643.92,68.96,2.6,35413.99,1.7,93.3,39.1,2
2025-02-24,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,429.1,1379.1,408.3,8544.8,225.44,68.96,2.6,30021.02,2.2,91.6,31.4,7
2025-02-24,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,250.7,632.8,181.8,4588.38,547.44,68.96,2.6,17489.22,1.2,95.2,37.1,4
2025-02-24,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,366.8,667.6,390.0,7133.67,742.67,68.96,2.6,25500.83,0.7,96.3,39.6,4
2025-02-24,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,319.3,973.0,182.8,5664.41,152.26,68.96,2.6,22324.89,1.1,94.4,38.1,8
2025-02-24,W-007,Permian North,West Texas,Horizontal Oil,Producing,622.0,1473.6,659.8,8665.58,881.33,68.96,2.6,43358.23,1.0,94.7,39.4,3
2025-02-24,W-008,Permian South,West Texas,Horizontal Oil,Producing,334.6,1094.2,186.3,5827.9,418.51,68.96,2.6,23416.53,0.9,93.3,33.6,3
2025-02-24,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,255.8,854.2,284.4,4454.53,693.16,68.96,2.6,17904.58,0.6,94.1,35.6,2
2025-02-24,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,281.9,690.3,347.2,4585.76,470.48,68.96,2.6,19656.36,1.4,94.6,34.2,10
2025-02-24,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,405.5,1270.8,484.9,7995.18,228.84,68.96,2.6,28357.94,1.7,93.7,37.4,8
2025-02-24,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,268.1,505.5,315.9,4835.39,784.76,68.96,2.6,18649.32,0.6,95.7,34.5,9
2025-02-24,W-013,Permian North,West Texas,Horizontal Oil,Producing,589.3,1173.6,422.5,10099.1,221.92,68.96,2.6,41004.73,0,99.1,39.5,4
2025-02-24,W-014,Permian South,West Texas,Horizontal Oil,Producing,554.0,1306.6,734.2,10395.8,175.29,68.96,2.6,38614.96,0.9,93.9,40.3,4
2025-02-24,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,289.6,505.1,243.5,4680.77,717.55,68.96,2.6,20129.57,0.4,95.7,35.6,2
2025-02-24,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,438.6,624.1,284.7,7378.56,787.2,68.96,2.6,30439.34,0.7,95.1,33.0,6
2025-02-24,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,217.6,304.0,183.6,5314.02,398.95,68.96,2.6,15104.15,2.4,89.5,34.2,11
2025-02-24,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,500.1,1263.8,532.6,9388.38,756.99,68.96,2.6,34879.77,0.7,93.2,33.1,11
2025-02-25,W-001,Permian North,West Texas,Horizontal Oil,Producing,248.8,315.4,214.1,4393.47,472.7,71.66,2.64,17929.08,0.3,98.0,33.9,5
2025-02-25,W-002,Permian South,West Texas,Horizontal Oil,Producing,604.1,1939.2,778.1,11345.15,362.98,71.66,2.64,43905.55,0.5,95.6,39.1,2
2025-02-25,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,429.7,1166.7,400.0,6992.25,224.59,71.66,2.64,31161.67,0.9,94.7,31.4,7
2025-02-25,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,274.3,541.7,356.4,4873.61,478.73,71.66,2.64,19830.17,0.7,93.5,37.1,4
2025-02-25,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,392.4,1048.6,300.5,7048.81,155.41,71.66,2.64,28450.78,1.0,93.9,39.6,4
2025-02-25,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,324.9,857.9,246.2,6387.06,821.31,71.66,2.64,23557.87,0.4,96.1,38.1,8
2025-02-25,W-007,Permian North,West Texas,Horizontal Oil,Producing,632.9,1204.6,560.3,10905.55,228.55,71.66,2.64,45736.2,0,99.5,39.4,3
2025-02-25,W-008,Permian South,West Texas,Horizontal Oil,Producing,322.3,935.0,331.2,5472.38,593.21,71.66,2.64,23392.25,0.5,95.6,33.6,3
2025-02-25,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,270.6,759.8,308.3,4779.92,466.93,71.66,2.64,19629.17,0.1,96.3,35.6,2
2025-02-25,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,270.7,622.0,149.7,5366.17,200.57,71.66,2.64,19598.27,2.4,88.4,34.2,10
2025-02-25,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,356.0,570.7,474.7,6447.52,232.88,71.66,2.64,25694.95,2.2,88.9,37.4,8
2025-02-25,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,229.4,259.9,275.5,4344.21,501.67,71.66,2.64,16521.62,2.8,88.6,34.5,9
2025-02-25,W-013,Permian North,West Texas,Horizontal Oil,Producing,572.8,1230.7,503.1,9412.27,518.54,71.66,2.64,41435.14,0.2,99.0,39.5,4
2025-02-25,W-014,Permian South,West Texas,Horizontal Oil,Producing,486.2,1200.0,478.5,8750.97,650.84,71.66,2.64,35220.67,1.2,93.3,40.3,4
2025-02-25,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,297.9,961.6,368.1,7139.47,183.05,71.66,2.64,21654.9,1.6,92.6,35.6,2
2025-02-25,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,459.6,1485.8,289.5,7912.03,126.11,71.66,2.64,33409.65,0.0,97.4,33.0,6
2025-02-25,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,203.5,436.7,174.0,3780.17,199.55,71.66,2.64,14723.01,1.3,95.4,34.2,11
2025-02-25,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,517.2,1450.6,287.6,8504.03,326.88,71.66,2.64,37523.43,0,100,33.1,11
2025-02-26,W-001,Permian North,West Texas,Horizontal Oil,Producing,228.5,378.4,290.3,3940.71,222.7,70.31,2.59,16185.01,2.3,88.5,33.9,5
2025-02-26,W-002,Permian South,West Texas,Horizontal Oil,Producing,545.8,1804.4,733.7,9316.31,254.13,70.31,2.59,38933.11,1.3,93.8,39.1,2
2025-02-26,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,470.8,1143.5,307.5,9620.15,238.97,70.31,2.59,33453.1,0,100,31.4,7
2025-02-26,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,286.1,646.6,301.9,6167.72,601.85,70.31,2.59,20317.74,0.5,95.3,37.1,4
2025-02-26,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,394.1,618.1,246.1,7148.4,574.63,70.31,2.59,27896.25,0.9,92.5,39.6,4
2025-02-26,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,307.8,864.2,201.5,5911.21,386.5,70.31,2.59,21911.22,1.1,92.7,38.1,8
2025-02-26,W-007,Permian North,West Texas,Horizontal Oil,Producing,632.2,1474.0,471.8,12147.89,716.31,70.31,2.59,44907.23,0.6,96.8,39.4,3
2025-02-26,W-008,Permian South,West Texas,Horizontal Oil,Producing,340.3,827.9,215.3,6443.29,185.66,70.31,2.59,24184.24,1.8,90.1,33.6,3
2025-02-26,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,231.4,517.5,194.1,5189.79,492.83,70.31,2.59,16426.38,0.4,94.5,35.6,2
2025-02-26,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,301.2,591.3,241.2,6606.81,243.85,70.31,2.59,21359.32,1.1,91.6,34.2,10
2025-02-26,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,413.6,1032.0,237.9,9160.86,487.13,70.31,2.59,29396.58,0.7,96.2,37.4,8
2025-02-26,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,258.0,398.2,148.0,4337.25,221.88,70.31,2.59,18260.44,1.5,94.1,34.5,9
2025-02-26,W-013,Permian North,West Texas,Horizontal Oil,Producing,493.8,915.3,358.4,9769.3,314.07,70.31,2.59,35004.44,1.9,90.6,39.5,4
2025-02-26,W-014,Permian South,West Texas,Horizontal Oil,Producing,518.6,1459.2,490.9,9219.41,254.44,70.31,2.59,36911.41,0.2,96.1,40.3,4
2025-02-26,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,311.4,543.9,269.1,6548.69,349.27,70.31,2.59,22063.19,1.6,93.3,35.6,2
2025-02-26,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,435.2,1226.5,523.4,8032.32,443.45,70.31,2.59,30977.16,0,98.8,33.0,6
2025-02-26,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,222.5,277.6,152.1,3865.33,569.5,70.31,2.59,15725.8,0.9,93.8,34.2,11
2025-02-26,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,487.5,569.8,338.3,8468.53,386.2,70.31,2.59,34447.43,0,96.4,33.1,11
2025-02-27,W-001,Permian North,West Texas,Horizontal Oil,Producing,238.1,436.3,133.0,4411.14,736.19,65.45,2.58,15716.21,0.2,99.7,33.9,5
2025-02-27,W-002,Permian South,West Texas,Horizontal Oil,Producing,596.9,797.9,461.1,11310.57,787.93,65.45,2.58,39309.98,0,96.4,39.1,2
2025-02-27,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,414.4,1176.5,333.2,7030.97,742.18,65.45,2.58,27481.79,1.5,92.3,31.4,7
2025-02-27,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,258.1,477.9,221.0,4821.2,614.93,65.45,2.58,17037.91,0.4,98.6,37.1,4
2025-02-27,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,390.3,684.5,477.4,7275.48,834.43,65.45,2.58,25752.5,1.0,92.2,39.6,4
2025-02-27,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,330.6,913.5,254.5,6639.9,545.16,65.45,2.58,21916.98,1.1,93.1,38.1,8
2025-02-27,W-007,Permian North,West Texas,Horizontal Oil,Producing,632.4,1708.6,577.8,12591.96,197.13,65.45,2.58,41914.91,1.0,93.8,39.4,3
2025-02-27,W-008,Permian South,West Texas,Horizontal Oil,Producing,315.8,423.8,255.3,6343.75,236.15,65.45,2.58,20799.56,1.0,92.9,33.6,3
2025-02-27,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,239.1,759.5,320.8,5956.54,307.75,65.45,2.58,15882.93,0.8,96.6,35.6,2
2025-02-27,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,283.5,711.4,340.2,4593.15,210.21,65.45,2.58,18773.92,1.1,93.8,34.2,10
2025-02-27,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,434.4,1230.2,547.4,8939.87,457.42,65.45,2.58,28809.27,0.7,93.8,37.4,8
2025-02-27,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,277.5,510.7,314.9,4685.51,336.99,65.45,2.58,18319.39,0,96.4,34.5,9
2025-02-27,W-013,Permian North,West Texas,Horizontal Oil,Producing,594.8,1556.5,677.0,8747.72,877.41,65.45,2.58,39408.16,0.2,95.5,39.5,4
2025-02-27,W-014,Permian South,West Texas,Horizontal Oil,Maintenance,421.7,646.1,267.2,7063.52,10678.49,65.45,2.58,27797.47,6.3,74.0,40.3,4
2025-02-27,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,288.5,652.1,369.6,5087.35,880.05,65.45,2.58,19081.21,0.5,98.2,35.6,2
2025-02-27,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,431.5,661.1,333.2,6509.17,795.87,65.45,2.58,28442.09,1.6,92.6,33.0,6
2025-02-27,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,200.8,633.8,140.5,3731.65,462.11,65.45,2.58,13336.94,1.7,90.4,34.2,11
2025-02-27,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,464.8,972.5,311.6,8362.57,142.53,65.45,2.58,30719.68,0,97.4,33.1,11
2025-02-28,W-001,Permian North,West Texas,Horizontal Oil,Producing,250.4,617.6,243.8,4805.27,644.93,71.81,2.77,18186.48,0.2,98.4,33.9,5
2025-02-28,W-002,Permian South,West Texas,Horizontal Oil,Producing,540.0,660.0,312.4,8406.83,180.83,71.81,2.77,38996.51,1.1,92.7,39.1,2
2025-02-28,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,407.2,1135.4,510.5,6796.43,728.58,71.81,2.77,29620.44,0.6,95.3,31.4,7
